48	0.000244	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	2049.000000
0	0.000244	0.500000	0.000000	0.062500	0.000000	0.000000	0.000000	1.000000	1.000000	2050.000000
0	0.000244	0.500000	0.000000	0.125000	0.000000	0.000000	0.000000	1.000000	1.000000	2051.000000
0	0.000244	0.500000	0.000000	0.187500	0.000000	0.000000	0.000000	1.000000	1.000000	2052.000000
0	0.000244	0.500000	0.000000	0.250000	0.000000	0.000000	0.000000	1.000000	1.000000	2053.000000
0	0.000244	0.500000	0.000000	0.312500	0.000000	0.000000	0.000000	1.000000	1.000000	2054.000000
0	0.000244	0.500000	0.000000	0.375000	0.000000	0.000000	0.000000	1.000000	1.000000	2055.000000
0	0.000244	0.500000	0.000000	0.437500	0.000000	0.000000	0.000000	1.000000	1.000000	2056.000000
0	0.000244	0.500000	0.000000	0.500000	0.000000	0.000000	0.000000	1.000000	1.000000	2057.000000
0	0.000244	0.500000	0.000000	0.562500	0.000000	0.000000	0.000000	1.000000	1.000000	2058.000000
0	0.000244	0.500000	0.000000	0.625000	0.000000	0.000000	0.000000	1.000000	1.000000	2059.000000
0	0.000244	0.500000	0.000000	0.687500	0.000000	0.000000	0.000000	1.000000	1.000000	2060.000000
0	0.000244	0.500000	0.000000	0.750000	0.000000	0.000000	0.000000	1.000000	1.000000	2061.000000
0	0.000244	0.500000	0.000000	0.812500	0.000000	0.000000	0.000000	1.000000	1.000000	2062.000000
0	0.000244	0.500000	0.000000	0.875000	0.000000	0.000000	0.000000	1.000000	1.000000	2063.000000
0	0.000244	0.500000	0.000000	0.937500	0.000000	0.000000	0.000000	1.000000	1.000000	2064.000000
0	0.000244	0.500000	0.062500	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	2065.000000
0	0.000244	0.500000	0.062500	0.062500	0.000000	0.000000	0.000000	1.000000	1.000000	2066.000000
0	0.000244	0.500000	0.062500	0.125000	0.000000	0.000000	0.000000	1.000000	1.000000	2067.000000
0	0.000244	0.500000	0.062500	0.187500	0.000000	0.000000	0.000000	1.000000	1.000000	2068.000000
